oem,model,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,features_sensors,platform_os
Motorola,Moto G Stylus,2020,2020,null,192,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,6.4 inches  100.7 cm (~83.7% screen-to-body ratio),1080 x 2300 pixels (~399 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity,Android 10
Motorola,Moto G Power,2020,2020,null,199,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,6.4 inches  100.7 cm (~83.0% screen-to-body ratio),1080 x 2300 pixels (~399 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity,Android 10
Motorola,Moto G8 Power,2020,2020,null,197,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.4 inches  100.7 cm (~85.1% screen-to-body ratio),1080 x 2300 pixels (~399 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity,Android 10
Motorola,One Hyper,2019,2020,null,210,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.5 inches  103.7 cm (~83.7% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~396 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 10
Motorola,Razr 2019,2019,2020,null,205,eSIM,Foldable P-OLED capacitive touchscreen  16M colors,6.2 inches  86.9 cm (~70.2% screen-to-body ratio),876 x 2142 pixels (~373 ppi density),Fingerprint (front-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  upgradable to Android 10
Motorola,Moto G8 Play,2019,2019,null,6,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.2 inches  95.9 cm (~80.7% screen-to-body ratio),720 x 1520 pixels  19:9 ratio (~271 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity,Android 9.0 (Pie)
Motorola,Moto E6 Play,2019,2019,null,140,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches  77.0 cm (~74.1% screen-to-body ratio),720 x 1440 pixels  18:9 ratio (~295 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity,Android 9.0 (Pie)
Motorola,Moto G8 Plus,2019,2019,null,188,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.3 inches  99.1 cm (~82.5% screen-to-body ratio),1080 x 2280 pixels  19:9 ratio (~400 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)
Motorola,One Macro,2019,2019,null,186,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.2 inches  96.7 cm (~81.3% screen-to-body ratio),720 x 1520 pixels  19:9 ratio (~270 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity,Android 9.0 (Pie)
Motorola,Moto E6 Plus,2019,2019,null,7,Dual SIM (Nano-SIM/Micro-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.1 inches  91.3 cm (~80.3% screen-to-body ratio),720 x 1560 pixels  19.5:9 ratio (~282 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity,Android 9.0 (Pie)
Motorola,One Zoom,2019,2019,null,190,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.39 inches  100.2 cm (~84.6% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~403 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)
Motorola,One Action,2019,2019,null,176,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.3 inches  94.0 cm (~82.5% screen-to-body ratio),1080 x 2520 pixels  21:9 ratio (~432 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  Android One
Motorola,Moto E6,2019,2019,null,159,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches  76.5 cm (~70.7% screen-to-body ratio),720 x 1440 pixels  18:9 ratio (~296 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)
Motorola,Moto Z4,2019,2019,null,165,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.4 inches  100.5 cm (~84.8% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~403 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  upgradable to Android 10
Motorola,One Vision,2019,2019,null,180,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.3 inches  94.0 cm (~82.5% screen-to-body ratio),1080 x 2520 pixels  21:9 ratio (~432 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  upgradable to Android 10  Android One
Motorola,XOOM MZ604,2011,Discontinued,null,730,null,TFT capacitive touchscreen  16M colors,10.1 inches  295.8 cm (~70.8% screen-to-body ratio),800 x 1280 pixels  16:10 ratio (~149 ppi density),Accelerometer  gyro  barometer  compass,Android 3.0 (Honeycomb)  upgradable to 4.0.4 (Ice Cream Sandwich)
Motorola,XOOM MZ601,2011,Discontinued,null,730,Mini-SIM,TFT capacitive touchscreen  16M colors,10.1 inches  295.8 cm (~70.8% screen-to-body ratio),800 x 1280 pixels  16:10 ratio (~149 ppi density),Accelerometer  gyro  barometer  compass,Android 3.0 (Honeycomb)  4.1.2 (Jelly Bean)  not upgradable to 4.2 (Jelly Bean)
Motorola,QUENCH,2010,Discontinued,null,130,Mini-SIM,TFT capacitive touchscreen  65K colors,3.1 inches  28.6 cm (~40.8% screen-to-body ratio),320 x 480 pixels  3:2 ratio (~186 ppi density),Accelerometer  proximity  compass,Android 1.5 (Cupcake)  upgradable to 2.1 (Eclair) in USA
Motorola,XT701,2009,Discontinued,null,140,Mini-SIM,TFT capacitive touchscreen  16M colors,3.7 inches  37.7 cm (~53.4% screen-to-body ratio),480 x 854 pixels  16:9 ratio (~265 ppi density),Accelerometer  proximity  compass,Android 2.0 (Eclair)
Motorola,A910,2005,Discontinued,null,127,Mini-SIM,TFT  256K colors,null,240 x 320 pixels  4:3 ratio,V1,Linux  JUIX UI
Motorola,E895,2005,Discontinued,null,127,Mini-SIM,TFT  256K colors,2.2 inches  35 x 45 mm  15.0 cm (~31.6% screen-to-body ratio),240 x 320 pixels  4:3 ratio (~182 ppi density),V1,Linux  JUIX UI
Motorola,E1060,2005,Cancelled,null,125,Mini-SIM,TFT  256K colors,null,320 x 240 pixels  4:3 ratio,V1,null
Motorola,C168,2005,Discontinued,null,77,Mini-SIM,CSTN  4096 colors,null,128 x 128 pixels  1:1 ratio,V1,null
Motorola,E680i,2005,Discontinued,null,133,Mini-SIM,TFT resistive touchscreen  65K colors,2.5 inches  38 x 50 mm  19.4 cm (~33.0% screen-to-body ratio),240 x 320 pixels  4:3 ratio (~160 ppi density),V1,Linux
Motorola,V560,2005,Cancelled,null,null,Mini-SIM,V1,null,null,V1,null
Motorola,V186,2005,Discontinued,null,92,Mini-SIM,CSTN  65K colors,null,128 x 128 pixels  1:1 ratio,V1,null
Motorola,V176,2005,Discontinued,null,null,Mini-SIM,CSTN  65K colors,null,128 x 160 pixels,V1,null
Motorola,C980,2004,Discontinued,null,139,Mini-SIM,TFT  65K colors,1.9 inches  30 x 37 mm  11.4 cm (~18.8% screen-to-body ratio),176 x 220 pixels (~148 ppi density),V1,null
Motorola,A780,2004,Discontinued,null,141,Mini-SIM,TFT resistive touchscreen  65K colors,2.5 inches  38 x 50 mm  19.4 cm (~34.5% screen-to-body ratio),240 x 320 pixels  4:3 ratio (~160 ppi density),V1,Linux
Motorola,C975,2004,Discontinued,null,139,Mini-SIM,TFT  65K colors,1.9 inches  30 x 37 mm  11.4 cm (~18.8% screen-to-body ratio),176 x 220 pixels (~148 ppi density),V1,null
Motorola,V555,2004,Discontinued,null,120,Mini-SIM,TFT  65K colors,null,176 x 220 pixels  8 lines,V1,null
Motorola,A840,2004,Discontinued,null,115,Mini-SIM,TFT  256K colors,2.2 inches  35 x 44 mm  15.2 cm (~33.1% screen-to-body ratio),176 x 220 pixels (~128 ppi density),V1,null
Motorola,E398,2004,Discontinued,null,108,Mini-SIM,TFT  65K colors,1.9 inches  30 x 37 mm  11.4 cm (~22.9% screen-to-body ratio),176 x 220 pixels  8 lines (~148 ppi density),V1,null
Motorola,MPx,2004,Discontinued,null,174,Mini-SIM,TFT resistive touchscreen  65k colors,2.8 inches  42 x 57 mm  24.3 cm (~39.8% screen-to-body ratio),240 x 320 pixels  4:3 ratio (~143 ppi density),V1,Microsoft PocketPC 2003 SE
Motorola,MPx100,2004,Cancelled,null,130,Mini-SIM,TFT  65k colors,null,176 x 220 pixels  9 lines,V1,Microsoft Smartphone 2003
Motorola,V872,2004,Discontinued,null,90,Mini-SIM,TFT  65K colors,null,128 x 160 pixels,V1,null
Motorola,V878,2003,Discontinued,null,85,Mini-SIM,TFT  65K colors,null,128 x 160 pixels,V1,null
Motorola,A925,2003,Discontinued,null,210,Mini-SIM,TFT resistive touchscreen  65K colors,null,208 x 320 pixels  3:2 ratio,V1,Symbian 7.0  UIQ 2.0
Motorola,A920,2003,Discontinued,null,212,Mini-SIM,TFT resistive touchscreen  65K colors,null,208 x 320 pixels  3:2 ratio,V1,Symbian 7.0  UIQ 2.0
Motorola,V690,2003,Discontinued,null,93,Mini-SIM,TFT  65K colors,null,128 x 160 pixels  9 lines,V1,null
Motorola,A835,2003,Discontinued,null,157,Mini-SIM,TFT  65K colors,null,176 x 220 pixels,V1,null
Motorola,T725,2003,Discontinued,null,100,Mini-SIM,CSTN  4096 colors,null,120 x 160 pixels  9 lines  4:3 ratio,V1,null
Motorola,T720i,2002,Discontinued,null,100,Mini-SIM,CSTN  4096 colors,null,120 x 160 pixels  9 lines  4:3 ratio,V1,null
Motorola,T720,2002,Discontinued,null,100,Mini-SIM,CSTN  4096 colors,null,120 x 160 pixels  9 lines  4:3 ratio,V1,null
Motorola,V70,2002,Discontinued,null,83,Mini-SIM,Monochrome graphic,null,96 x 64 pixels  3 lines + prompts  3:2 ratio,V1,null
Motorola,C336,2002,Discontinued,null,80,Mini-SIM,Grayscale graphic,null,98 x 64 pixels  5 lines  3:2 ratio,V1,null
Motorola,C332,2002,Discontinued,null,84,Mini-SIM,Grayscale graphic,null,98 x 64 pixels  5 lines  3:2 ratio,V1,null
Motorola,C331,2002,Discontinued,null,83,Mini-SIM,Grayscale graphic,null,98 x 64 pixels  5 lines  3:2 ratio,V1,null
Motorola,V60i,2002,Discontinued,null,103,Mini-SIM,Monochrome graphic,null,96 x 64 pixels  3:2 ratio,V1,null
Motorola,Accompli 388,2002,Discontinued,null,130,Mini-SIM,Monochrome graphic,null,320 x 240 pixels  8 lines  4:3 ratio,V1,null
Motorola,V60,2001,Discontinued,null,109,Mini-SIM,Monochrome graphic,null,96 x 64 pixels  3:2 ratio,V1,null
Motorola,Accompli 008,2002,Discontinued,null,155,Mini-SIM,Monochrome graphics  resistive touchscreen,null,320 x 240 pixels  8 lines  4:3 ratio,V1,null
Motorola,Timeport 280,2001,Discontinued,null,109,Mini-SIM,Monochrome graphic  Optimax,null,128 x 100 pixels  7 lines x 16 chars,V1,null
Motorola,V.box(V100),2000,Discontinued,null,83,Mini-SIM,Monochrome graphic,null,126 x 64 pixels  7 lines,V1,null
Motorola,StarTAC 130,1998,Discontinued,null,95,Mini-SIM,Monochrome graphic,null,4 x 15 chars,V1,null
Motorola,StarTAC 85,1997,Discontinued,null,112,Mini-SIM,Monochrome graphic,null,4 x 15 chars,V1,null
Motorola,StarTAC Rainbow,1997,Discontinued,null,112,Mini-SIM,Alphanumeric,null,2 x 12 chars,V1,null
Motorola,StarTAC 75+,1997,Discontinued,null,112,Mini-SIM,Alphanumeric,null,2 x 12 chars,V1,null
Motorola,StarTAC 75,1997,Discontinued,null,112,Mini-SIM,Alphanumeric,null,2 x 12 chars,V1,null
Motorola,SlimLite,1997,Discontinued,null,141,Mini-SIM,Monochrome graphic,null,4 x 16 chars,V1,null
Motorola,cd930,1998,Discontinued,null,120,Mini-SIM,Monochrome graphic  Optimax,null,96 x 32 pixels  4 x 12 chars,V1,null
Motorola,cd920,1998,Discontinued,null,120,Mini-SIM,Monochrome graphic  Optimax,null,96 x 32 pixels  4 x 12 chars,V1,null
Motorola,M3188,1999,Discontinued,null,170,Mini-SIM,Monochrome graphic,null,96 x 32 pixels  2 x 12 chars,V1,null
Motorola,M3288,1999,Discontinued,null,170,Mini-SIM,Monochrome graphic,null,96 x 32 pixels  4 x 12 chars,V1,null
Motorola,M3588,1999,Discontinued,null,170,Mini-SIM,Monochrome graphic,null,96 x 32 pixels  4 x 12 chars,V1,null
Motorola,M3688,1999,Discontinued,null,170,Mini-SIM,Monochrome graphic  Optimax,null,96 x 32 pixels  4 lines,V1,null
Motorola,M3788,1999,Discontinued,null,170,Mini-SIM,Monochrome graphic  Optimax,null,96 x 32 pixels  4 lines,V1,null
Motorola,M3888,1999,Discontinued,null,170,Mini-SIM,Monochrome graphic,null,2 x 12 chars,V1,null
Motorola,Moto Z4 Force,null,Cancelled,null,null,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.4 inches  100.5 cm,1080 x 2340 pixels  19.5:9 ratio (~403 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)
Motorola,Moto Z4 Play,null,Cancelled,null,null,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),Super AMOLED capacitive touchscreen  16M colors,6.22 inches  95.0 cm,1080 x 2340 pixels  19.5:9 ratio (~414 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)
Motorola,P40,null,Cancelled,null,null,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.2 inches  95.1 cm (~83.5% screen-to-body ratio),1080 x 2310 pixels (~411 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)
NEC,N401i,2005,Discontinued,null,90,Mini-SIM,65K colors,1.9 inches  30 x  37 mm  11.4 cm (~28.7% screen-to-body ratio),176 x 220 pixels (~148 ppi density),V1,null
NEC,N343i,2005,Discontinued,null,95,Mini-SIM,CSTN  65K colors,null,128 x 160 pixels,V1,null
NEC,N200,2005,Discontinued,null,70,Mini-SIM,TFT  65K colors,null,128 x 160 pixels,V1,null
NEC,N923,2004,Discontinued,null,70,Mini-SIM,TFT  65K colors,null,120 x 160 pixels  4:3 ratio,V1,null
NEC,N920,2004,Discontinued,null,70,Mini-SIM,TFT  65K colors,null,128 x 160 pixels,V1,null
NEC,e338,2004,Discontinued,null,114,Mini-SIM,TFT  65K colors,2.0 inches  31 x 39 mm  12.6 cm (~28.5% screen-to-body ratio),176 x 220 pixels (~141 ppi density),V1,null
NEC,e228,2004,Discontinued,null,125,Mini-SIM,TFT  65K colors,2.2 inches  35 x 44 mm  15.2 cm (~21.9% screen-to-body ratio),176 x 220 pixels (~128 ppi density),V1,null
NEC,N410i,2004,Discontinued,null,118,Mini-SIM,TFT  65K colors,2.2 inches  33 x 45 mm  15.0 cm (~30.3% screen-to-body ratio),240 x 320 pixels  4:3 ratio (~182 ppi density),V1,null
NEC,N400i,2004,Discontinued,null,110,Mini-SIM,65K colors,2.2 inches  33 x 45 mm  15.0 cm (~30.3% screen-to-body ratio),240 x 320 pixels  4:3 ratio (~182 ppi density),V1,null
NEC,N331i,2004,Discontinued,null,110,Mini-SIM,TFT  65K colors,null,128 x 160 pixels,V1,null
NEC,N830,2004,Discontinued,null,110,Mini-SIM,TFT  65K colors,2.2 inches  33 x 45 mm  15.0 cm (~30.3% screen-to-body ratio),320 x 240 pixels  4:3 ratio (~182 ppi density),V1,null
NEC,N820,2003,Discontinued,null,110,Mini-SIM,TFT  65K colors,2.2 inches  33 x 45 mm  15.0 cm (~30.9% screen-to-body ratio),320 x 240 pixels  4:3 ratio (~182 ppi density),V1,null
NEC,e606,2003,Discontinued,null,145,Mini-SIM,TFT  65K colors,null,132 x 160 pixels  8 lines,V1,null
NEC,e232,2003,Discontinued,null,90,Mini-SIM,TFT  65K colors,null,128 x 160 pixels,V1,null
NEC,DB4100,2000,Discontinued,null,99,Mini-SIM,Alphanumeric,null,97 x 59 pixels  5:3 ratio,V1,null
NEC,G9D+,1997,Discontinued,null,200,Mini-SIM,Alphanumeric,null,4 x 12 chars,V1,null
Neonode,N1m,2005,Discontinued,null,94,Mini-SIM,TFT touchscreen  65K colors,2.2 inches  35 x 44 mm  15.2 cm (~33.3% screen-to-body ratio),176 x 220 pixels (~128 ppi density),V1,Microsoft Windows CE.NET
Nokia,C5 Endi,2020,2020,null,200,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,6.52 inches  102.6 cm (~77.9% screen-to-body ratio),720 x 1600 pixels  20:9 ratio (~269 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 10
Nokia,C2 Tennen,2020,2020,null,180,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,5.45 inches  76.7 cm (~70.3% screen-to-body ratio),720 x 1440 pixels  18:9 ratio (~295 ppi density),Accelerometer  proximity,Android 10
Nokia,C2 Tava,2020,2020,null,180,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,5.45 inches  76.7 cm (~70.3% screen-to-body ratio),720 x 1440 pixels  18:9 ratio (~295 ppi density),Accelerometer  proximity,Android 10
Nokia,150 (2020),2020,2020,null,5,Dual SIM (Mini-SIM  dual stand-by),TFT  65K colors,2.4 inches  17.8 cm (~26.8% screen-to-body ratio),240 x 320 pixels  4:3 ratio (~167 ppi density),V1,null
Nokia,125,2020,2020,null,3,Single SIM (Mini-SIM) or Dual SIM (Mini-SIM  dual stand-by),TFT  65K colors,2.4 inches  17.8 cm (~26.8% screen-to-body ratio),240 x 320 pixels  4:3 ratio (~167 ppi density),V1,null
Nokia,8.3 5G,2020,2020,null,220,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.81 inches  112.0 cm (~82.9% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~386 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 10  Android One
Nokia,5.3,2020,2020,null,185,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.55 inches  103.6 cm (~82.3% screen-to-body ratio),720 x 1600 pixels  20:9 ratio (~268 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity,Android 10  Android One
Nokia,1.3,2020,2020,null,155,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.71 inches  81.4 cm (~77.6% screen-to-body ratio),720 x 1520 pixels  19:9 ratio (~295 ppi density),Accelerometer  proximity,Android 10 (Go edition)  Android One
Nokia,5310 (2020),2020,2020,null,2,Single SIM (Mini-SIM) or Dual SIM (Mini-SIM  dual stand-by),TFT,2.4 inches  17.8 cm (~27.5% screen-to-body ratio),240 x 320 pixels  4:3 ratio (~167 ppi density),V1,null
Nokia,2.3,2019,2019,null,183,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.2 inches  95.9 cm (~80.7% screen-to-body ratio),720 x 1520 pixels  19:9 ratio (~271 ppi density),Accelerometer  proximity,Android 9.0 (Pie)  upgradable to Android 10  Android One
Nokia,7.2,2019,2019,null,180,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.3 inches  99.1 cm (~82.4% screen-to-body ratio),1080 x 2280 pixels  19:9 ratio (~400 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  upgradable to Android 10  Android One
Nokia,6.2,2019,2019,null,180,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.3 inches  99.1 cm (~82.5% screen-to-body ratio),1080 x 2280 pixels  19:9 ratio (~400 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  upgradable to Android 10  Android One
Nokia,800 Tough,2019,2019,null,161,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),TFT  256K colors,2.4 inches  17.8 cm (~19.8% screen-to-body ratio),240 x 320 pixels  4:3 ratio (~167 ppi density),V1,KaiOS
Nokia,2720 Flip,2019,2019,null,118,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM  dual stand-by),TFT  256K colors,2.8 inches  24.3 cm (~23.1% screen-to-body ratio),240 x 320 pixels  4:3 ratio (~143 ppi density),V1,KaiOS
Nokia,220 4G,2019,2019,null,5,Single SIM (Nano-SIM) or Dual SIM (Mini-SIM  dual stand-by),TFT  256K colors,2.4 inches  17.8 cm (~27.8% screen-to-body ratio),240 x 320 pixels  4:3 ratio (~167 ppi density),V1,null
Nokia,110 (2019),2019,2019,null,75,Dual SIM (Mini-SIM  dual stand-by),TFT  65K colors,1.77 inches  9.7 cm (~16.9% screen-to-body ratio),120 x 160 pixels  4:3 ratio (~113 ppi density),V1,null
Nokia,105 (2019),2019,2019,null,73,Dual SIM (Mini-SIM  dual stand-by),TFT  65K colors,1.77 inches  9.7 cm (~16.6% screen-to-body ratio),120 x 160 pixels  4:3 ratio (~113 ppi density),V1,null
Nokia,3.1 C,2019,2019,null,156,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,5.45 inches  76.7 cm (~69.8% screen-to-body ratio),720 x 1440 pixels  18:9 ratio (~295 ppi density),Accelerometer  gyro  proximity,Android 9.0 (Pie)
Nokia,3.1 A,2019,2019,null,156,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,5.45 inches  76.7 cm (~69.8% screen-to-body ratio),720 x 1440 pixels  18:9 ratio (~295 ppi density),Accelerometer  gyro  proximity,Android 9.0 (Pie)
Nokia,2.2,2019,2019,null,153,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.71 inches  81.4 cm (~79.0% screen-to-body ratio),720 x 1520 pixels  19:9 ratio (~295 ppi density),Accelerometer  proximity,Android 9.0 (Pie)  upgradable to Android 10  Android One
Nokia,X6 8GB (2010),2010,Discontinued,null,122,Mini-SIM,TFT capacitive touchscreen  16M colors,3.2 inches  28.2 cm (~49.9% screen-to-body ratio),360 x 640 pixels  16:9 ratio (~229 ppi density),Accelerometer  proximity,Symbian 9.4  Series 60 rel. 5
Nokia,X6 16GB (2010),2010,Discontinued,null,122,Mini-SIM,TFT capacitive touchscreen  16M colors,3.2 inches  28.2 cm (~49.9% screen-to-body ratio),360 x 640 pixels  16:9 ratio (~229 ppi density),Accelerometer  proximity,Symbian 9.4  Series 60 rel. 5
